,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161
0,0.9999999,0.8673873,0.852412,0.088286884,0.08828689,0.7982628,0.088286884,0.72223794,0.94575465,0.08828689,0.08828689,0.9105602,0.9484746,0.80696994,0.088286884,0.088286884,0.8875185,0.088286884,0.8393131,0.76099646,0.8761359,0.088286884,0.9502136,0.34977758,0.8372628,0.9143255,0.088286884,0.088286884,0.82980883,0.82980883,0.088286884,0.088286884,0.86129576,0.8241325,0.08828689,0.6606771,0.7488242,0.80696994,0.08828689,0.34977758,0.08828689,0.08828689,0.7368115,0.9191235,0.8026046,0.82583606,0.08828689,0.9256262,0.8611139,0.8335188,0.87930775,0.84612286,0.6912145,0.8697197,0.918017,0.8690703,0.7735748,0.9262958,0.77556235,0.08828689,0.08828689,0.40432963,0.08828689,0.08828689,0.82409835,0.088286884,0.8066273,0.8679772,0.91339725,0.81728554,0.088286884,0.82870275,0.8372628,0.088286884,0.9402992,0.9193483,0.9193483,0.8644691,0.088286884,0.088286884,0.088286884,0.80696994,0.9064368,0.6254303,0.088286884,0.7836619,0.77560353,0.92530304,0.21649575,0.2034482,0.40989816,0.58189845,0.82823443,0.088286884,0.83021057,0.51077735,0.9642681,0.94175756,0.80085474,0.848353,0.91075635,0.9006654,0.8765443,0.79420394,0.9569814,0.77480495,0.83916247,0.088286884,0.79242265,0.9467327,0.79974526,0.088286884,0.8612949,0.84669787,0.7865797,0.088286884,0.8154239,0.088286884,0.6656196,0.60446596,0.7953281,0.9065184,0.9302904,0.47218636,0.9163168,0.9163168,0.088286884,0.63866365,0.92781806,0.71290463,0.87590355,0.088286884,0.088286884,0.7747132,0.088286884,0.8641381,0.9141137,0.088286884,0.93934715,0.75420946,0.88211226,0.8679772,0.8705697,0.9391034,0.088286884,0.088286884,0.83594733,0.088286884,0.088286884,0.8936541,0.088286884,0.7530889,0.91458035,0.0882869,0.92458045,0.0882869,0.788395,0.599715,0.8771979,0.9037367,0.84483224,0.8611139
1,0.8673873,0.99999964,0.81010014,0.13735528,0.13735525,0.8138331,0.13735528,0.7836515,0.8471942,0.13735525,0.13735525,0.8475257,0.85315216,0.82540745,0.13735528,0.13735528,0.8306868,0.13735528,0.81998754,0.795117,0.89855087,0.13735528,0.8634204,0.36113185,0.8837674,0.8588253,0.13735528,0.13735528,0.8464853,0.8464853,0.13735528,0.13735528,0.925608,0.8484498,0.13735525,0.65222055,0.7095428,0.82540745,0.13735525,0.36113185,0.13735525,0.13735525,0.7030859,0.8319448,0.7646621,0.7528466,0.13735525,0.89718264,0.88067347,0.8218883,0.83643335,0.79859906,0.7198997,0.83696944,0.8604726,0.8803132,0.74941194,0.88869524,0.9021644,0.13735525,0.13735525,0.39876842,0.13735525,0.13735525,0.89403117,0.13735528,0.8725553,0.8969757,0.79817903,0.8678254,0.13735528,0.84922135,0.8837674,0.13735528,0.83291936,0.8181925,0.8181925,0.8865169,0.13735528,0.13735528,0.13735528,0.82540745,0.8367765,0.67905694,0.13735528,0.7449828,0.81608665,0.842109,0.21557106,0.23738906,0.3687786,0.56827646,0.78125596,0.13735528,0.8151655,0.5500977,0.8865418,0.86784476,0.78874546,0.9364739,0.8395113,0.9107096,0.95319253,0.76641417,0.8629408,0.78306156,0.8488318,0.13735528,0.7637683,0.84615546,0.79007035,0.13735528,0.8954348,0.8781775,0.76365364,0.13735528,0.8265975,0.13735528,0.65253633,0.6306022,0.93707985,0.8955602,0.82461107,0.49125758,0.89942074,0.89942074,0.13735528,0.6570333,0.8370402,0.71770376,0.7745586,0.13735528,0.13735528,0.78328395,0.13735528,0.75224864,0.87051165,0.13735528,0.83725274,0.760485,0.90300506,0.8969757,0.88437563,0.8521919,0.13735528,0.13735528,0.802954,0.13735528,0.13735528,0.8525724,0.13735528,0.74528575,0.81494606,0.1373553,0.8233321,0.1373553,0.77426606,0.6723903,0.8256893,0.91201204,0.86712617,0.88067347
2,0.852412,0.81010014,0.99999964,0.078333564,0.078333616,0.88131684,0.078333564,0.71202785,0.8715829,0.078333616,0.078333616,0.91439265,0.8706136,0.81418484,0.078333564,0.078333564,0.927333,0.078333564,0.86921465,0.79910654,0.85465324,0.078333564,0.90870917,0.33647493,0.7787353,0.9013627,0.078333564,0.078333564,0.8314889,0.8314889,0.078333564,0.078333564,0.8113441,0.8245248,0.078333616,0.7755695,0.83522505,0.81418484,0.078333616,0.33647493,0.078333616,0.078333616,0.8386145,0.91682833,0.88942766,0.8959369,0.078333616,0.8818748,0.806247,0.82749254,0.9063833,0.75465316,0.7931784,0.8878998,0.8886652,0.9000683,0.86617917,0.85103303,0.6830349,0.078333616,0.078333616,0.37931758,0.078333616,0.078333616,0.75817084,0.078333564,0.8344345,0.81129855,0.8701629,0.85867923,0.078333564,0.8333177,0.7787353,0.078333564,0.89157873,0.8145675,0.8145675,0.8329037,0.078333564,0.078333564,0.078333564,0.81418484,0.9321291,0.72945356,0.078333564,0.86992794,0.7722271,0.8502458,0.25633842,0.16990454,0.4127388,0.6551573,0.84761417,0.078333564,0.87199545,0.4825583,0.8802076,0.9008991,0.8189068,0.7738786,0.9114434,0.8453912,0.8279259,0.9202766,0.8925041,0.79671943,0.83829975,0.078333564,0.86909646,0.8612356,0.8881513,0.078333564,0.7807536,0.80913496,0.69038236,0.078333564,0.88146836,0.078333564,0.79087335,0.59102964,0.712798,0.87122333,0.89684117,0.440131,0.8873818,0.8873818,0.078333564,0.6459987,0.84835356,0.7510305,0.84615487,0.078333564,0.078333564,0.8465009,0.078333564,0.8913689,0.9008763,0.078333564,0.8978061,0.8060586,0.83047736,0.81129855,0.81346184,0.88879734,0.078333564,0.078333564,0.82668704,0.078333564,0.078333564,0.89694476,0.078333564,0.7860268,0.8923097,0.07833358,0.90495706,0.07833358,0.81756,0.57898176,0.93016016,0.8601062,0.81306773,0.806247
3,0.088286884,0.13735528,0.078333564,1.0000004,1.0000002,0.14819022,1.0000004,0.24423322,0.078721076,1.0000002,1.0000002,0.097641006,0.09392227,0.16604486,1.0000004,1.0000004,0.12002059,1.0000004,0.13121192,0.093668126,0.13350269,1.0000004,0.0950926,0.22921681,0.14740527,0.117010355,1.0000004,1.0000004,0.16723491,0.16723491,1.0000004,1.0000004,0.12371222,0.16044572,1.0000002,0.16709885,0.12271843,0.16604486,1.0000002,0.22921681,1.0000002,1.0000002,0.13799143,0.10177862,0.06639912,0.116048574,1.0000002,0.12070273,0.13345271,0.07853535,0.10870641,0.16889413,0.16487639,0.13191216,0.101148434,0.1295617,0.11107432,0.119539805,0.17388862,1.0000002,1.0000002,0.14873743,1.0000002,1.0000002,0.13097012,1.0000004,0.17728128,0.12905136,0.076284446,0.181978,1.0000004,0.16159199,0.14740527,1.0000004,0.086689234,0.11167869,0.11167869,0.1465962,1.0000004,1.0000004,1.0000004,0.16604486,0.08252829,0.1862179,1.0000004,0.11439704,0.1733135,0.10080098,0.14693566,0.22964929,0.30777177,0.20751114,0.09660624,1.0000004,0.14711702,0.25841156,0.0885679,0.09566559,0.16473244,0.13852555,0.11846424,0.13681132,0.1462124,0.0857904,0.07432013,0.15077697,0.1554301,1.0000004,0.0994612,0.0942565,0.1268232,1.0000004,0.14762102,0.13834116,0.20390283,1.0000004,0.12242004,1.0000004,0.077819176,0.29906023,0.15961576,0.14646119,0.10479205,0.2985724,0.13513681,0.13513681,1.0000004,0.15608531,0.10120662,0.1685579,0.07859239,1.0000004,1.0000004,0.14726612,1.0000004,0.08576226,0.10862923,1.0000004,0.08617672,0.082576394,0.13530493,0.12905136,0.1378778,0.07829975,1.0000004,1.0000004,0.13257596,1.0000004,1.0000004,0.10623696,1.0000004,0.17996082,0.07137979,1.0000004,0.085668266,1.0000004,0.13958216,0.2096616,0.12847018,0.09397703,0.15067676,0.13345271
4,0.08828689,0.13735525,0.078333616,1.0000002,1.0000002,0.14819027,1.0000002,0.24423328,0.07872114,1.0000002,1.0000002,0.09764108,0.09392234,0.16604498,1.0000002,1.0000002,0.12002065,1.0000002,0.13121201,0.09366811,0.13350268,1.0000002,0.09509267,0.22921675,0.14740539,0.1170104,1.0000002,1.0000002,0.16723494,0.16723494,1.0000002,1.0000002,0.123712316,0.16044576,1.0000002,0.16709894,0.122718506,0.16604498,1.0000002,0.22921675,1.0000002,1.0000002,0.13799149,0.10177867,0.06639917,0.116048634,1.0000002,0.12070285,0.13345279,0.078535445,0.108706474,0.16889426,0.16487643,0.13191223,0.10114847,0.12956172,0.1110744,0.11953987,0.17388867,1.0000002,1.0000002,0.14873752,1.0000002,1.0000002,0.13097021,1.0000002,0.1772813,0.12905152,0.07628451,0.18197805,1.0000002,0.16159204,0.14740539,1.0000002,0.08668929,0.11167875,0.11167875,0.14659621,1.0000002,1.0000002,1.0000002,0.16604498,0.08252834,0.18621804,1.0000002,0.114397086,0.1733135,0.10080106,0.14693561,0.22964935,0.30777177,0.20751116,0.096606314,1.0000002,0.1471171,0.2584117,0.08856795,0.0956656,0.1647325,0.13852558,0.11846435,0.13681139,0.14621241,0.08579047,0.074320145,0.150777,0.1554301,1.0000002,0.09946125,0.09425659,0.12682329,1.0000002,0.14762107,0.1383413,0.20390294,1.0000002,0.12242012,1.0000002,0.077819265,0.29906037,0.15961581,0.14646126,0.104792096,0.29857254,0.13513686,0.13513686,1.0000002,0.15608545,0.1012067,0.168558,0.078592435,1.0000002,1.0000002,0.14726612,1.0000002,0.08576236,0.10862929,1.0000002,0.08617678,0.08257644,0.135305,0.12905152,0.13787784,0.07829982,1.0000002,1.0000002,0.13257611,1.0000002,1.0000002,0.10623707,1.0000002,0.1799609,0.07137983,1.0000006,0.08566833,1.0000006,0.13958226,0.20966156,0.12847017,0.09397707,0.15067686,0.13345279
5,0.7982628,0.8138331,0.88131684,0.14819022,0.14819027,1.0000002,0.14819022,0.754924,0.7923756,0.14819027,0.14819027,0.8457239,0.81724113,0.8234731,0.14819022,0.14819022,0.86996794,0.14819022,0.86324567,0.8099702,0.85219985,0.14819022,0.85861087,0.40210792,0.7522748,0.8601055,0.14819022,0.14819022,0.8066367,0.8066367,0.14819022,0.14819022,0.8507105,0.7934718,0.14819027,0.7744525,0.8512664,0.8234731,0.14819027,0.40210792,0.14819027,0.14819027,0.8525963,0.8614395,0.87626976,0.8681261,0.14819027,0.8646398,0.79225844,0.80224854,0.9030078,0.71258813,0.7623103,0.95778614,0.8599104,0.8843717,0.8991061,0.8487425,0.7404932,0.14819027,0.14819027,0.40146723,0.14819027,0.14819027,0.7878671,0.14819022,0.83326715,0.79345065,0.8155543,0.8594001,0.14819022,0.80055326,0.7522748,0.14819022,0.84805715,0.75248504,0.75248504,0.8170442,0.14819022,0.14819022,0.14819022,0.8234731,0.8698449,0.73108363,0.14819022,0.89512694,0.78413653,0.79849297,0.3113205,0.23391563,0.44142914,0.6962767,0.82522213,0.14819022,0.8529951,0.5172235,0.81383944,0.8603199,0.8537166,0.8070178,0.86848325,0.8287879,0.8016744,0.87873787,0.83928174,0.77934325,0.81677914,0.14819022,0.8939724,0.80387753,0.98285925,0.14819022,0.75887275,0.7928302,0.6612167,0.14819022,0.9803434,0.14819022,0.81947374,0.6221891,0.7785813,0.8434412,0.8395071,0.4623647,0.86925036,0.86925036,0.14819022,0.66840893,0.7908422,0.7550684,0.7872523,0.14819022,0.14819022,0.8780247,0.14819022,0.84048045,0.8428167,0.14819022,0.8601251,0.84317607,0.80286694,0.79345065,0.7911195,0.81864774,0.14819022,0.14819022,0.80271894,0.14819022,0.14819022,0.85772705,0.14819022,0.7845243,0.86140996,0.14819026,0.8734881,0.14819026,0.80511004,0.6450725,0.8750359,0.86629295,0.78137386,0.79225844
6,0.088286884,0.13735528,0.078333564,1.0000004,1.0000002,0.14819022,1.0000004,0.24423322,0.078721076,1.0000002,1.0000002,0.097641006,0.09392227,0.16604486,1.0000004,1.0000004,0.12002059,1.0000004,0.13121192,0.093668126,0.13350269,1.0000004,0.0950926,0.22921681,0.14740527,0.117010355,1.0000004,1.0000004,0.16723491,0.16723491,1.0000004,1.0000004,0.12371222,0.16044572,1.0000002,0.16709885,0.12271843,0.16604486,1.0000002,0.22921681,1.0000002,1.0000002,0.13799143,0.10177862,0.06639912,0.116048574,1.0000002,0.12070273,0.13345271,0.07853535,0.10870641,0.16889413,0.16487639,0.13191216,0.101148434,0.1295617,0.11107432,0.119539805,0.17388862,1.0000002,1.0000002,0.14873743,1.0000002,1.0000002,0.13097012,1.0000004,0.17728128,0.12905136,0.076284446,0.181978,1.0000004,0.16159199,0.14740527,1.0000004,0.086689234,0.11167869,0.11167869,0.1465962,1.0000004,1.0000004,1.0000004,0.16604486,0.08252829,0.1862179,1.0000004,0.11439704,0.1733135,0.10080098,0.14693566,0.22964929,0.30777177,0.20751114,0.09660624,1.0000004,0.14711702,0.25841156,0.0885679,0.09566559,0.16473244,0.13852555,0.11846424,0.13681132,0.1462124,0.0857904,0.07432013,0.15077697,0.1554301,1.0000004,0.0994612,0.0942565,0.1268232,1.0000004,0.14762102,0.13834116,0.20390283,1.0000004,0.12242004,1.0000004,0.077819176,0.29906023,0.15961576,0.14646119,0.10479205,0.2985724,0.13513681,0.13513681,1.0000004,0.15608531,0.10120662,0.1685579,0.07859239,1.0000004,1.0000004,0.14726612,1.0000004,0.08576226,0.10862923,1.0000004,0.08617672,0.082576394,0.13530493,0.12905136,0.1378778,0.07829975,1.0000004,1.0000004,0.13257596,1.0000004,1.0000004,0.10623696,1.0000004,0.17996082,0.07137979,1.0000004,0.085668266,1.0000004,0.13958216,0.2096616,0.12847018,0.09397703,0.15067676,0.13345271
7,0.72223794,0.7836515,0.71202785,0.24423322,0.24423328,0.754924,0.24423322,1.0000002,0.7051868,0.24423328,0.24423328,0.75921124,0.7271409,0.8244319,0.24423322,0.24423322,0.7599833,0.24423322,0.7588857,0.7090438,0.80486536,0.24423322,0.7450241,0.41103676,0.77002245,0.7349737,0.24423322,0.24423322,0.7780571,0.7780571,0.24423322,0.24423322,0.78625566,0.84304243,0.24423328,0.70894986,0.6935453,0.8244319,0.24423328,0.41103676,0.24423328,0.24423328,0.72098076,0.7157926,0.6825475,0.6834251,0.24423328,0.7711575,0.80158323,0.720739,0.7746645,0.69728845,0.8104886,0.7392273,0.75502366,0.789328,0.73783714,0.8034923,0.80060947,0.24423328,0.24423328,0.44929785,0.24423328,0.24423328,0.807556,0.24423322,0.75802636,0.792801,0.7147728,0.75763136,0.24423322,0.8529639,0.77002245,0.24423322,0.7290139,0.74916214,0.74916214,0.82289636,0.24423322,0.24423322,0.24423322,0.8244319,0.71552074,0.81706643,0.24423322,0.73677623,0.8398513,0.7612853,0.34395054,0.26346195,0.41911876,0.6096215,0.7313681,0.24423322,0.79373926,0.6505068,0.74332905,0.75229275,0.76193786,0.82591426,0.7527317,0.80209017,0.81219065,0.71288323,0.69716513,0.7943368,0.7494687,0.24423322,0.7241972,0.7280805,0.7268347,0.24423322,0.77806187,0.8038361,0.6827845,0.24423322,0.7510353,0.24423322,0.7026467,0.6992057,0.8069055,0.80227035,0.73683834,0.6052575,0.78576225,0.78576225,0.24423322,0.73442996,0.70205843,0.7781263,0.66679305,0.24423322,0.24423322,0.78049904,0.24423322,0.6990768,0.7788234,0.24423322,0.7396995,0.69837916,0.79617864,0.792801,0.79162425,0.7011416,0.24423322,0.24423322,0.8135825,0.24423322,0.24423322,0.72864944,0.24423322,0.7328046,0.72928745,0.24423325,0.7247574,0.24423325,0.7473437,0.7528267,0.76808923,0.74910164,0.7695867,0.80158323
8,0.94575465,0.8471942,0.8715829,0.078721076,0.07872114,0.7923756,0.078721076,0.7051868,0.99999946,0.07872114,0.07872114,0.89880997,0.9399857,0.80176705,0.078721076,0.078721076,0.8965893,0.078721076,0.8400763,0.7753835,0.87718403,0.078721076,0.92747384,0.34209865,0.8325476,0.9293618,0.078721076,0.078721076,0.842013,0.842013,0.078721076,0.078721076,0.83791834,0.82944775,0.07872114,0.6703692,0.75582683,0.80176705,0.07872114,0.34209865,0.07872114,0.07872114,0.7330063,0.93484735,0.813551,0.8253701,0.07872114,0.92243665,0.8360735,0.83935595,0.87077284,0.8699057,0.6973826,0.8581294,0.89914465,0.86064017,0.7930533,0.9007311,0.74620336,0.07872114,0.07872114,0.34493962,0.07872114,0.07872114,0.80609375,0.078721076,0.80942357,0.85618496,0.9285475,0.81549984,0.078721076,0.8364836,0.8325476,0.078721076,0.93732345,0.90605325,0.90605325,0.8679391,0.078721076,0.078721076,0.078721076,0.80176705,0.9114686,0.6382677,0.078721076,0.8038697,0.7864143,0.89523685,0.19003971,0.19653822,0.38484624,0.5470722,0.8455778,0.078721076,0.8503877,0.51759106,0.95173925,0.9308046,0.77087766,0.82284313,0.90430135,0.8823489,0.8622532,0.8166181,0.9422179,0.78478265,0.85692453,0.078721076,0.81809,0.95701593,0.80005306,0.078721076,0.8487628,0.8290988,0.8070614,0.078721076,0.80961746,0.078721076,0.67609817,0.6052102,0.7717248,0.9079718,0.93185526,0.47699222,0.91029686,0.91029686,0.078721076,0.6064548,0.9497708,0.71923023,0.9118451,0.078721076,0.078721076,0.7668829,0.078721076,0.8612039,0.9061224,0.078721076,0.927584,0.7510493,0.86734134,0.85618496,0.85463053,0.93009603,0.078721076,0.078721076,0.82864606,0.078721076,0.078721076,0.9108479,0.078721076,0.78087574,0.9151477,0.07872112,0.9158148,0.07872112,0.80838865,0.5417033,0.87219125,0.8821584,0.85699576,0.8360735
9,0.08828689,0.13735525,0.078333616,1.0000002,1.0000002,0.14819027,1.0000002,0.24423328,0.07872114,1.0000002,1.0000002,0.09764108,0.09392234,0.16604498,1.0000002,1.0000002,0.12002065,1.0000002,0.13121201,0.09366811,0.13350268,1.0000002,0.09509267,0.22921675,0.14740539,0.1170104,1.0000002,1.0000002,0.16723494,0.16723494,1.0000002,1.0000002,0.123712316,0.16044576,1.0000002,0.16709894,0.122718506,0.16604498,1.0000002,0.22921675,1.0000002,1.0000002,0.13799149,0.10177867,0.06639917,0.116048634,1.0000002,0.12070285,0.13345279,0.078535445,0.108706474,0.16889426,0.16487643,0.13191223,0.10114847,0.12956172,0.1110744,0.11953987,0.17388867,1.0000002,1.0000002,0.14873752,1.0000002,1.0000002,0.13097021,1.0000002,0.1772813,0.12905152,0.07628451,0.18197805,1.0000002,0.16159204,0.14740539,1.0000002,0.08668929,0.11167875,0.11167875,0.14659621,1.0000002,1.0000002,1.0000002,0.16604498,0.08252834,0.18621804,1.0000002,0.114397086,0.1733135,0.10080106,0.14693561,0.22964935,0.30777177,0.20751116,0.096606314,1.0000002,0.1471171,0.2584117,0.08856795,0.0956656,0.1647325,0.13852558,0.11846435,0.13681139,0.14621241,0.08579047,0.074320145,0.150777,0.1554301,1.0000002,0.09946125,0.09425659,0.12682329,1.0000002,0.14762107,0.1383413,0.20390294,1.0000002,0.12242012,1.0000002,0.077819265,0.29906037,0.15961581,0.14646126,0.104792096,0.29857254,0.13513686,0.13513686,1.0000002,0.15608545,0.1012067,0.168558,0.078592435,1.0000002,1.0000002,0.14726612,1.0000002,0.08576236,0.10862929,1.0000002,0.08617678,0.08257644,0.135305,0.12905152,0.13787784,0.07829982,1.0000002,1.0000002,0.13257611,1.0000002,1.0000002,0.10623707,1.0000002,0.1799609,0.07137983,1.0000006,0.08566833,1.0000006,0.13958226,0.20966156,0.12847017,0.09397707,0.15067686,0.13345279
